,freeforms
the only elim/ziyal au i will accept is a queer one,1
none of this heteronormativity nonsense,1
consensual voyeurism,1
What's love got to do - got to do with it,1
Angst and Fluff and Smut,1
Intersex Kelas Parmak,1
Communication,1
set just before season 5,1
Supportive Leeta,1
Polyamorous Julian Bashir,1
Love Letters,1
Imaginary Elim Garak,1
Epistolary,1
Woman on Top,1
Self-Flagellation,1
Sex in a Vehicle,1
Sex in a Car,1
Multiple Sex Positions,1
Holodeck Sex,1
Car Sex,1
(kind of),1
Recreational Drug Use,1
right after crossover,1
Switch Garak,1
Pole Dancing,1
Gender-neutral Reader,1
Angst and Hurt/Comfort,1
Aftermath of Torture,1
Gags,1
Daydreaming,1
Post-Episode: s07e25 What You Leave Behind,1
One Shot,1
Lore is a good person I guess?,1
Master/Pet,1
Internalized Homophobia,1
Post-Episode: s03e10 Fascination,1
minor original characters,1
Top Julian Bashir,1
Switch Julian Bashir,1
Implied/Referenced Dubious Consent,1
Past Abuse,1
Sub Elim Garak,1
Crazy Scientist!Julian,1
"Season 2 Episode ""Crossover""",1
POV Elim Garak,1
Insanity,1
Implied/Referenced Torture,1
Gul Garak - Freeform,1
Dom Julian Bashir,1
Brainwashed!Jadzia,1
Past Sexual Abuse,1
Psychological Horror,1
Emotional Baggage,1
if at all,1
he has feelings,1
Under-negotiated Kink,1
Subdrop,1
Gay,1
Time Skips,1
Telepathic Bond,1
Genderfluid Character,1
but Dukat's second waifu is away on order business,1
because of course,1
and its beautiful,1
Trans Character,1
Terok Nor era,1
Humiliation kink,1
Dukat is not trans but is pregnant because all Cardassians can both impregnate and become pregnant,1
Aftermath of Bajoran Occupation,1
Asexual Character,1
questions of human nature,1
Threats of Rape/Non-Con,1
Feelings,1
Not Canon Compliant,1
Interspecies Romance,1
yes Dukat has a micropenis,1
Attempting to fix bad science in canon,1
A strange romance,1
POV First Person,1
listen guys this is,1
and neither is human but there's LOTS of lube,1
Worf has two cocks,1
Vaginal Fisting,1
POV Third Person,1
POV Jadzia Dax,1
Heed the tags please,1
Episode: s04e25 Body Parts,1
reference to suicide attempt,1
This is in the shap eof references to the episode Hard Time,1
Post-Episode: s04e25 Body Parts,1
Molly O'Brien's cuddly toys,1
Injury Recovery,1
Infidelity,1
Dukat is a cuddler,1
Sleep Sex,1
Silver Fox,1
Voyager Mirror March,1
Star Trek DS9 - Freeform,1
Kira - Freeform,1
Bajoran,1
it’s a wild ride,1
have fun,1
also there are Easter eggs for TOS-era MU,1
Rebellion,1
Hardcore,1
Heartbreak,1
Betrayal,1
Intimacy,1
Healthy Relationships,1
Hacking,1
Footsie,1
Star Trek Terok Nor Lost Era Book Trilogy,1
Poor Ezri,1
Sex Education,1
Confrontations,1
Sci-Fi Birth Control,1
Scheming,1
Resolution,1
Remorse,1
Kink Exploration,1
Guilty Pleasures,1
Confessions,1
Skullfucking,1
Blackmail,1
Birth Control,1
considered ritual suicide,1
Parent Death,1
Major Character Injury,1
Spitroasting,1
ok it's not THAT kinky considering the two of them,1
this is some kinky shit,1
Fake Marriage,1
Confusion,1
story telling,1
off screen sex,1
Interspecies Awkwardness,1
Dukats ego,1
Stress Relief,1
Consent,1
Safe Sane and Consensual,1
Master/Slave undertones,1
throatfuck,1
massive dick,1
bulging,1
Orion,1
Mindbreak,1
Aheago,1
Voice Kink,1
Missionary Position,1
Fandom Trumps Hate,1
Family Reunion,1
Nexus (Star Trek),1
Long Lost/Secret Relatives,1
Imzadi,1
First Time Bottoming,1
Fencing,1
Federation-Klingon War,1
Empathy,1
Alternate Universe - Star Trek Setting,1
El-Aurian,1
Did I Mention This Is Slow Burn,1
Cuddling & Snuggling,1
Crossovers & Fandom Fusions,1
Battle of Wolf 359 (Star Trek),1
Alternate Universe - Star Wars Fusion,1
Yaoi,1
this is very coercive,1
mild violence,1
You may get the impression that I don't like Miles O'Brien,1
Nervousness,1
French Kissing,1
Eventual Smut,1
Episode: s07e04 Take Me Out to the Holosuite,1
Emotional Porn,1
Desire,1
That's fairly true,1
julian is a slut and also not a great person,1
Silly,1
Porn with some plot,1
"DS9 S3E10 ""Fascination""",1
Consensual but not real,1
Bajoran Gratitude Festival,1
POV Julian Bashir,1
Shyness,1
Morning Cuddles,1
Morning Kisses,1
Morning Sex,1
Mutual Masturbation,1
Outercourse,1
Post-Episode: s07e04 Take Me Out To The Holosuite,1
Sex Doesn't Have To Be PIV,1
Graphic Description of Corpses,1
(At Least The Way I See It),1
Porn With Technobabble,1
Relationship With No Labels,1
Sonic Shower Sex,1
Technobabble,1
This Is How You Have Sex In A Sonic Shower,1
sweaty sex,1
Episode: s04e19 Shattered Mirror,1
sex in front of a mirror,1
